1 	7.690915 
2 	5.813944 
3 	4.550124 
4 	3.391442 
5 	3.124379 
6 	2.443380 
7 	2.330944 
8 	1.916995 
9 	1.844973 
10 	1.576583 
11 	1.520691 
12 	1.336727 
13 	1.289904 
14 	1.158053 
15 	1.117552 
16 	1.019596 
17 	0.984014 
18 	0.909070 
19 	0.877518 
20 	0.818763 
21 	0.790600 
22 	0.743576 
23 	0.718302 
24 	0.679996 
25 	0.657208 
26 	0.625521 
27 	0.604890 
28 	0.578324 
29 	0.559571 
30 	0.537032 
31 	0.519926 
32 	0.500599 
33 	0.484942 
34 	0.468213 
35 	0.453837 
36 	0.439231 
37 	0.425992 
38 	0.413139 
39 	0.400915 
40 	0.389524 
41 	0.378206 
42 	0.368045 
43 	0.357540 
44 	0.348422 
45 	0.338650 
46 	0.330422 
47 	0.321311 
48 	0.313849 
49 	0.305336 
50 	0.298536 
51 	0.290567 
52 	0.284342 
53 	0.276869 
54 	0.271148 
55 	0.264126 
56 	0.258847 
57 	0.252239 
58 	0.247350 
59 	0.241121 
60 	0.236579 
61 	0.230698 
62 	0.226464 
63 	0.220904 
64 	0.216945 
65 	0.211681 
66 	0.207969 
67 	0.202978 
68 	0.199488 
69 	0.194750 
70 	0.191461 
71 	0.186958 
72 	0.183849 
73 	0.179564 
74 	0.176621 
75 	0.172539 
76 	0.169745 
77 	0.165851 
78 	0.163194 
79 	0.159477 
80 	0.156945 
81 	0.153392 
82 	0.150974 
83 	0.147575 
84 	0.145263 
85 	0.142008 
86 	0.139791 
87 	0.136667 
88 	0.134530 
89 	0.131511 
90 	0.129424 
91 	0.126492 
92 	0.124512 
93 	0.121820 
94 	0.120127 
95 	0.117615 
96 	0.115717 
97 	0.112944 
98 	0.111175 
99 	0.108997 
100 	0.107458 
101 	0.104886 
102 	0.103192 
103 	0.101237 
104 	0.099748 
105 	0.097334 
106 	0.095969 
107 	0.094150 
108 	0.092503 
109 	0.090493 
110 	0.089413 
111 	0.087355 
112 	0.085952 
113 	0.084415 
114 	0.082994 
115 	0.081182 
116 	0.080227 
117 	0.078358 
118 	0.077200 
119 	0.075794 
120 	0.074436 
121 	0.073021 
122 	0.072014 
123 	0.070330 
124 	0.069507 
125 	0.067986 
126 	0.066921 
127 	0.065741 
128 	0.064565 
129 	0.063381 
130 	0.062452 
131 	0.061058 
132 	0.060350 
133 	0.058959 
134 	0.058176 
135 	0.057030 
136 	0.056065 
137 	0.055110 
138 	0.054136 
139 	0.053145 
140 	0.052354 
141 	0.051225 
142 	0.050607 
143 	0.049441 
144 	0.048836 
145 	0.047794 
146 	0.047079 
147 	0.046215 
148 	0.045407 
149 	0.044641 
150 	0.043854 
151 	0.043064 
152 	0.042396 
153 	0.041524 
154 	0.040983 
155 	0.040062 
156 	0.039580 
157 	0.038693 
158 	0.038186 
159 	0.037400 
160 	0.036825 
161 	0.036151 
162 	0.035525 
163 	0.034922 
164 	0.034297 
165 	0.033707 
166 	0.033137 
167 	0.032515 
168 	0.032027 
169 	0.031364 
170 	0.030949 
171 	0.030266 
172 	0.029886 
173 	0.029212 
174 	0.028799 
175 	0.028087 
176 	0.027419 
177 	0.026271 
178 	0.024600 
179 	0.021986 
180 	0.018437 
181 	0.014350 
182 	0.010439 
183 	0.007387 
184 	0.005488 
185 	0.004761 
186 	0.005064 
187 	0.005955 
188 	0.006234 
189 	0.005129 
190 	0.003883 
191 	0.003400 
192 	0.003684 
193 	0.003850 
194 	0.003221 
195 	0.002535 
196 	0.002461 
197 	0.002656 
198 	0.002407 
199 	0.001949 
200 	0.001909 
201 	0.002095 
202 	0.001923 
203 	0.001664 
204 	0.001744 
205 	0.001809 
206 	0.001538 
207 	0.001431 
208 	0.001548 
209 	0.001439 
210 	0.001261 
211 	0.001325 
212 	0.001313 
213 	0.001139 
214 	0.001151 
215 	0.001176 
216 	0.001028 
217 	0.001007 
218 	0.001038 
219 	0.000908 
220 	0.000879 
221 	0.000894 
222 	0.000784 
223 	0.000751 
224 	0.000759 
225 	0.000659 
226 	0.000640 
227 	0.000629 
228 	0.000548 
229 	0.000536 
230 	0.000514 
231 	0.000447 
232 	0.000445 
233 	0.000409 
234 	0.000363 
235 	0.000362 
236 	0.000321 
237 	0.000295 
238 	0.000288 
239 	0.000250 
240 	0.000239 
241 	0.000225 
242 	0.000196 
243 	0.000193 
244 	0.000173 
245 	0.000158 
246 	0.000154 
247 	0.000134 
248 	0.000130 
249 	0.000121 
250 	0.000108 
251 	0.000107 
252 	0.000095 
253 	0.000091 
254 	0.000087 
255 	0.000077 
256 	0.000076 
257 	0.000068 
258 	0.000064 
259 	0.000062 
260 	0.000055 
261 	0.000054 
262 	0.000050 
263 	0.000047 
264 	0.000045 
265 	0.000041 
266 	0.000040 
267 	0.000037 
268 	0.000035 
269 	0.000033 
270 	0.000030 
271 	0.000030 
272 	0.000027 
273 	0.000026 
274 	0.000024 
275 	0.000022 
276 	0.000022 
277 	0.000020 
278 	0.000019 
279 	0.000018 
280 	0.000016 
281 	0.000016 
282 	0.000014 
283 	0.000014 
284 	0.000013 
285 	0.000012 
286 	0.000011 
287 	0.000010 
288 	0.000010 
289 	0.000009 
290 	0.000008 
291 	0.000008 
292 	0.000007 
293 	0.000007 
294 	0.000006 
295 	0.000006 
296 	0.000005 
297 	0.000005 
298 	0.000005 
299 	0.000004 
300 	0.000004 
301 	0.000004 
302 	0.000003 
303 	0.000003 
304 	0.000003 
305 	0.000003 
306 	0.000002 
307 	0.000002 
308 	0.000002 
309 	0.000002 
310 	0.000002 
311 	0.000002 
312 	0.000002 
313 	0.000001 
314 	0.000001 
315 	0.000001 
316 	0.000001 
317 	0.000001 
318 	0.000001 
319 	0.000001 
