0.000000 	0.010000 
-0.014078 	0.020000 
-0.027603 	0.030000 
-0.040702 	0.040000 
-0.053488 	0.050000 
-0.066067 	0.060000 
-0.078533 	0.070000 
-0.090976 	0.080000 
-0.103470 	0.090000 
-0.116079 	0.100000 
-0.128853 	0.110000 
-0.141821 	0.120000 
-0.154992 	0.130000 
-0.168354 	0.140000 
-0.181871 	0.150000 
-0.195480 	0.160000 
-0.209096 	0.170000 
-0.222613 	0.180000 
-0.235902 	0.190000 
-0.248819 	0.200000 
-0.261208 	0.210000 
-0.272903 	0.220000 
-0.283740 	0.230000 
-0.293555 	0.240000 
-0.302197 	0.250000 
-0.309527 	0.260000 
-0.315428 	0.270000 
-0.319809 	0.280000 
-0.322607 	0.290000 
-0.323790 	0.300000 
-0.323360 	0.310000 
-0.321349 	0.320000 
-0.317817 	0.330000 
-0.312853 	0.340000 
-0.306568 	0.350000 
-0.299088 	0.360000 
-0.290550 	0.370000 
-0.281098 	0.380000 
-0.270878 	0.390000 
-0.260027 	0.400000 
-0.248679 	0.410000 
-0.236951 	0.420000 
-0.224952 	0.430000 
-0.212771 	0.440000 
-0.200484 	0.450000 
-0.188152 	0.460000 
-0.175820 	0.470000 
-0.163521 	0.480000 
-0.151276 	0.490000 
-0.139096 	0.500000 
-0.126982 	0.510000 
-0.114932 	0.520000 
-0.102934 	0.530000 
-0.090976 	0.540000 
-0.079047 	0.550000 
-0.067126 	0.560000 
-0.055198 	0.570000 
-0.043249 	0.580000 
-0.031262 	0.590000 
-0.019225 	0.600000 
-0.007128 	0.610000 
0.005038 	0.620000 
0.017281 	0.630000 
0.029604 	0.640000 
0.042005 	0.650000 
0.054485 	0.660000 
0.067040 	0.670000 
0.079659 	0.680000 
0.092332 	0.690000 
0.105047 	0.700000 
0.117785 	0.710000 
0.130527 	0.720000 
0.143251 	0.730000 
0.155930 	0.740000 
0.168535 	0.750000 
0.181037 	0.760000 
0.193401 	0.770000 
0.205594 	0.780000 
0.217579 	0.790000 
0.229321 	0.800000 
0.240787 	0.810000 
0.251951 	0.820000 
0.262795 	0.830000 
0.273322 	0.840000 
0.283569 	0.850000 
0.293631 	0.860000 
0.303686 	0.870000 
0.314050 	0.880000 
0.325229 	0.890000 
0.337989 	0.900000 
0.353432 	0.910000 
0.373049 	0.920000 
0.398736 	0.930000 
0.432723 	0.940000 
0.477381 	0.950000 
0.534851 	0.960000 
0.606508 	0.970000 
0.692281 	0.980000 
0.789984 	0.990000 
0.894898 	1.000000 
1.000000 	1.010000 
