0.010000 	 0.010000 	 0.000000 	 -0.000000 	 0.000000 	 0.000000
0.010000 	 0.020000 	 0.000000 	 -0.002170 	 0.000000 	 0.000000
0.010000 	 0.030000 	 0.000000 	 -0.006751 	 0.000000 	 0.000000
0.010000 	 0.040000 	 0.000000 	 -0.011377 	 0.000000 	 0.000000
0.010000 	 0.050000 	 0.000000 	 -0.014498 	 0.000000 	 0.000000
0.010000 	 0.060000 	 0.000000 	 -0.015237 	 0.000000 	 0.000000
0.010000 	 0.070000 	 0.000000 	 -0.013127 	 0.000000 	 0.000000
0.010000 	 0.080000 	 0.000000 	 -0.007944 	 0.000000 	 0.000000
0.010000 	 0.090000 	 0.000000 	 0.000403 	 0.000000 	 0.000000
0.010000 	 0.100000 	 0.000000 	 0.011927 	 0.000000 	 0.000000
0.010000 	 0.110000 	 0.000000 	 0.026594 	 0.000000 	 0.000000
0.010000 	 0.120000 	 0.000000 	 0.044347 	 0.000000 	 0.000000
0.010000 	 0.130000 	 0.000000 	 0.065113 	 0.000000 	 0.000000
0.010000 	 0.140000 	 0.000000 	 0.088810 	 0.000000 	 0.000000
0.010000 	 0.150000 	 0.000000 	 0.115355 	 0.000000 	 0.000000
0.010000 	 0.160000 	 0.000000 	 0.144659 	 0.000000 	 0.000000
0.010000 	 0.170000 	 0.000000 	 0.176636 	 0.000000 	 0.000000
0.010000 	 0.180000 	 0.000000 	 0.211197 	 0.000000 	 0.000000
0.010000 	 0.190000 	 0.000000 	 0.248254 	 0.000000 	 0.000000
0.010000 	 0.200000 	 0.000000 	 0.287718 	 0.000000 	 0.000000
0.010000 	 0.210000 	 0.000000 	 0.329501 	 0.000000 	 0.000000
0.010000 	 0.220000 	 0.000000 	 0.373511 	 0.000000 	 0.000000
0.010000 	 0.230000 	 0.000000 	 0.419658 	 0.000000 	 0.000000
0.010000 	 0.240000 	 0.000000 	 0.467846 	 0.000000 	 0.000000
0.010000 	 0.250000 	 0.000000 	 0.517982 	 0.000000 	 0.000000
0.010000 	 0.260000 	 0.000000 	 0.569966 	 0.000000 	 0.000000
0.010000 	 0.270000 	 0.000000 	 0.623697 	 0.000000 	 0.000000
0.010000 	 0.280000 	 0.000000 	 0.679071 	 0.000000 	 0.000000
0.010000 	 0.290000 	 0.000000 	 0.735981 	 0.000000 	 0.000000
0.010000 	 0.300000 	 0.000000 	 0.794314 	 0.000000 	 0.000000
0.010000 	 0.310000 	 0.000000 	 0.853957 	 0.000000 	 0.000000
0.010000 	 0.320000 	 0.000000 	 0.914791 	 0.000000 	 0.000000
0.010000 	 0.330000 	 0.000000 	 0.976693 	 0.000000 	 0.000000
0.010000 	 0.340000 	 0.000000 	 1.039538 	 0.000000 	 0.000000
0.010000 	 0.350000 	 0.000000 	 1.103197 	 0.000000 	 0.000000
0.010000 	 0.360000 	 0.000000 	 1.167539 	 0.000000 	 0.000000
0.010000 	 0.370000 	 0.000000 	 1.232427 	 0.000000 	 0.000000
0.010000 	 0.380000 	 0.000000 	 1.297723 	 0.000000 	 0.000000
0.010000 	 0.390000 	 0.000000 	 1.363289 	 0.000000 	 0.000000
0.010000 	 0.400000 	 0.000000 	 1.428985 	 0.000000 	 0.000000
0.010000 	 0.410000 	 0.000000 	 1.494668 	 0.000000 	 0.000000
0.010000 	 0.420000 	 0.000000 	 1.560196 	 0.000000 	 0.000000
0.010000 	 0.430000 	 0.000000 	 1.625428 	 0.000000 	 0.000000
