0.000000 	0.010000 
0.041494 	0.020000 
0.078061 	0.030000 
0.110000 	0.040000 
0.137665 	0.050000 
0.161462 	0.060000 
0.181831 	0.070000 
0.199227 	0.080000 
0.214097 	0.090000 
0.226860 	0.100000 
0.237889 	0.110000 
0.247501 	0.120000 
0.255950 	0.130000 
0.263427 	0.140000 
0.270066 	0.150000 
0.275951 	0.160000 
0.281122 	0.170000 
0.285590 	0.180000 
0.289341 	0.190000 
0.292348 	0.200000 
0.294577 	0.210000 
0.295989 	0.220000 
0.296551 	0.230000 
0.296231 	0.240000 
0.295008 	0.250000 
0.292869 	0.260000 
0.289808 	0.270000 
0.285833 	0.280000 
0.280958 	0.290000 
0.275210 	0.300000 
0.268624 	0.310000 
0.261243 	0.320000 
0.253116 	0.330000 
0.244300 	0.340000 
0.234854 	0.350000 
0.224842 	0.360000 
0.214328 	0.370000 
0.203377 	0.380000 
0.192053 	0.390000 
0.180415 	0.400000 
0.168523 	0.410000 
0.156430 	0.420000 
0.144183 	0.430000 
0.131825 	0.440000 
0.119395 	0.450000 
0.106925 	0.460000 
0.094442 	0.470000 
0.081967 	0.480000 
0.069518 	0.490000 
0.057108 	0.500000 
0.044743 	0.510000 
0.032427 	0.520000 
0.020162 	0.530000 
0.007949 	0.540000 
-0.004217 	0.550000 
-0.016347 	0.560000 
-0.028447 	0.570000 
-0.040529 	0.580000 
-0.052606 	0.590000 
-0.064698 	0.600000 
-0.076824 	0.610000 
-0.089005 	0.620000 
-0.101272 	0.630000 
-0.113653 	0.640000 
-0.126186 	0.650000 
-0.138911 	0.660000 
-0.151875 	0.670000 
-0.165128 	0.680000 
-0.178724 	0.690000 
-0.192717 	0.700000 
-0.207164 	0.710000 
-0.222117 	0.720000 
-0.237617 	0.730000 
-0.253687 	0.740000 
-0.270327 	0.750000 
-0.287500 	0.760000 
-0.305121 	0.770000 
-0.323042 	0.780000 
-0.341037 	0.790000 
-0.358791 	0.800000 
-0.375888 	0.810000 
-0.391804 	0.820000 
-0.405913 	0.830000 
-0.417502 	0.840000 
-0.425794 	0.850000 
-0.429999 	0.860000 
-0.429365 	0.870000 
-0.423252 	0.880000 
-0.411206 	0.890000 
-0.393022 	0.900000 
-0.368801 	0.910000 
-0.338976 	0.920000 
-0.304306 	0.930000 
-0.265836 	0.940000 
-0.224826 	0.950000 
-0.182660 	0.960000 
-0.140749 	0.970000 
-0.100436 	0.980000 
-0.062919 	0.990000 
-0.029189 	1.000000 
0.000000 	1.010000 
